,@id,measurementSpecificCharacteristics,measurementEquipmentTypeUsed.value.@lang,measurementEquipmentTypeUsed.value.#text,measurementSiteLocation.@xsi$type,measurementSiteLocation.tpeglinearLocation.tpegDirection,measurementSiteLocation.tpeglinearLocation.tpegLocationType,measurementSiteLocation.tpeglinearLocation.to.@xsi$type,toLatitude,toLongitude,toDescription,measurementSiteLocation.tpeglinearLocation.to.name.tpegDescriptorType,measurementSiteLocation.tpeglinearLocation.from.@xsi$type,fromLatitude,fromLongitude,fromDescription,measurementSiteLocation.tpeglinearLocation.from.name.tpegDescriptorType
160,GC0051_G,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86298912434018,-4.275139671119664,Elderslie Street North,other,TPEGNonJunctionPoint,55.86387922610634,-4.275607258691609,Elderslie Street North,other
161,GA4651_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.851641793066776,-4.252955398146887,Gorbals Street n/b to Victoria Bridge,other,TPEGNonJunctionPoint,55.85232937827657,-4.252707611714965,Gorbals Street n/b to Victoria Bridge,other
162,GC0051_F,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86298912434018,-4.275139671119664,Elderslie Street South,other,TPEGNonJunctionPoint,55.862322996481275,-4.275196603969021,Elderslie Street South,other
163,GC0051_E,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.863004166197506,-4.26994652479772,St Vincent Street West to Elderslie St,other,TPEGNonJunctionPoint,55.86305638424973,-4.271499789957201,St Vincent Street West to Elderslie St,other
164,GA4651_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85544548450444,-4.2499000269930995,Stockwell Street Southbound,other,TPEGNonJunctionPoint,55.855578694138686,-4.249987620993227,Stockwell Street Southbound,other
165,GC0051_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86335655106783,-4.280051584897541,Argyle Street to Elderslie Street,other,TPEGNonJunctionPoint,55.86338219860943,-4.279637561166447,Argyle Street to Elderslie Street,other
166,GA0571_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86071079831662,-4.26466695088232,Douglas St Northbound from Cadogan St,other,TPEGNonJunctionPoint,55.860225861048335,-4.265134118419911,Douglas St Northbound from Cadogan St,other
167,GA4651_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85306846618108,-4.2466949406691255,Clyde Street westbound to Stockwell St,other,TPEGNonJunctionPoint,55.85408462969502,-4.249613639611782,Clyde Street westbound to Stockwell St,other
168,GA4651_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85459359919607,-4.250777504302567,Clyde Street Eastbound,other,TPEGNonJunctionPoint,55.854849793412924,-4.251511339891655,Clyde Street Eastbound,other
169,GG1171_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.8713589959702,-4.15929168603979,Stepps Road NB R/T into Gartloch Rd (E),other,TPEGNonJunctionPoint,55.87144147137224,-4.158688848927345,Stepps Road NB R/T into Gartloch Rd (E),other
170,GG1171_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.8713589959702,-4.15929168603979,Stepps Road,other,TPEGNonJunctionPoint,52.26705443478302,-3.978915403761452,Stepps Road,other
171,GG1171_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.8713589959702,-4.15929168603979,Gartloch Road (E),other,TPEGNonJunctionPoint,55.87140410787499,-4.157232175344292,Gartloch Road (E),other
172,GG1171_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.8713589959702,-4.15929168603979,Borthwick Street,other,TPEGNonJunctionPoint,55.871039713323285,-4.160073183625248,Borthwick Street,other
173,GA0571_N,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86074562868264,-4.263262680588069,Waterloo St Westbound inside to Douglas St,other,TPEGNonJunctionPoint,55.86070723971057,-4.263883692348966,Waterloo St Westbound inside to Douglas St,other
174,GD0801_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86859136135907,-4.273517317222294,Lynedoch Street,other,TPEGNonJunctionPoint,55.86856661921254,-4.273883500913411,Lynedoch Street,other
175,GD0801_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86859136135907,-4.273517317222294,Woodlands Road Southbound to Lynedoch Street,other,TPEGNonJunctionPoint,55.86921845642285,-4.274113419119813,Woodlands Road Southbound to Lynedoch Street,other
176,GL2621_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.856319862762184,-4.293077545943547,Pacific Dr eastbound,other,TPEGNonJunctionPoint,55.85612086593795,-4.293145713891674,Pacific Dr eastbound,other
177,GB0051_W,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85346935109566,-4.264533143297823,West Street to Kingston Street northbound outside lane,other,TPEGNonJunctionPoint,55.85354029255524,-4.264585204313944,West Street to Kingston Street northbound outside lane,other
178,GB0051_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85346935109566,-4.264533143297823,West Street to Kingston Street northbound inside lane,other,TPEGNonJunctionPoint,55.85354780122634,-4.264665529742765,West Street to Kingston Street northbound inside lane,other
179,GA0571_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85446008403985,-4.399991394749131,London Road e/b to Kent St,other,TPEGNonJunctionPoint,55.854402549286334,-4.238591240681019,London Road e/b to Kent St,other
180,GJ2721_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.84099938064535,-4.255965319946867,Cathcart Rd southbound,other,TPEGNonJunctionPoint,55.840708281649725,-4.256156094961205,Cathcart Rd southbound,other
181,GJ2721_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.8385788515332,-4.257102807066136,Cathcart Rd northbound to Butterbiggins Rd,other,TPEGNonJunctionPoint,55.83864345393575,-4.257010722372675,Cathcart Rd northbound to Butterbiggins Rd,other
182,GB0051_P,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.8540775415451,-4.2705442792127775,Paisley Road eastbound to West St,other,TPEGNonJunctionPoint,55.85418690885114,-4.268026138841512,Paisley Road eastbound to West St,other
183,GK4071_N,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82290712495427,-4.3339935479513025,Barrhead Rd westbound,other,TPEGNonJunctionPoint,55.82298459211651,-4.334173808570158,Barrhead Rd westbound,other
184,GA2351_X,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,0,0,Clyde Street eastbound outside to Jamaica St,other,TPEGNonJunctionPoint,0,0,Clyde Street eastbound outside to Jamaica St,other
185,GK4071_M,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82290712495427,-4.3339935479513025,Barrhead Rd eastbound,other,TPEGNonJunctionPoint,55.82299175830226,-4.332849105676191,Barrhead Rd eastbound,other
186,GK4071_L,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82290712495427,-4.3339935479513025,M77 (S) off slip,other,TPEGNonJunctionPoint,55.82388789222045,-4.333461567546559,M77 (S) off slip,other
187,GA2351_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.857358231217226,-4.257345082995339,Jamaica Street southbound,other,TPEGNonJunctionPoint,55.85711670640357,-4.2572831345389135,Jamaica Street southbound,other
188,GA2351_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,0,0,Clyde Street eastbound inside to Jamaica St,other,TPEGNonJunctionPoint,0,0,Clyde Street eastbound inside to Jamaica St,other
189,GB1371_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85115292224621,-4.251185643226779,St Lukes Place,other,TPEGNonJunctionPoint,55.85082854749503,-4.251230787940519,St Lukes Place,other
190,GB1371_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85115292224621,-4.251185643226779,Mosque Avenue,other,TPEGNonJunctionPoint,55.851862256680434,-4.2507313859770175,Mosque Avenue,other
191,GB1371_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85073160838996,-4.248668943422793,Ballater Street westbound to Hospital Street,other,TPEGNonJunctionPoint,55.8507190607696,-4.249355206973023,Ballater Street westbound to Hospital Street,other
192,GK075A_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.824007454336886,-4.286433579730818,Kilmarnock Road inbound to Regwood Street,other,TPEGNonJunctionPoint,55.82409812178536,-4.286391003508461,Kilmarnock Road inbound to Regwood Street,other
193,GB1371_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.851641793066776,-4.252955398146887,Ballater Street eastbound,other,TPEGNonJunctionPoint,55.85163728168428,-4.252220201090998,Ballater Street eastbound,other
194,GK075A_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82939717889304,-4.282231025872089,Kilmarnock Road outbound to Regwood Street,other,TPEGNonJunctionPoint,55.82895469783465,-4.282827841030549,Kilmarnock Road outbound to Regwood Street,other
195,GC1701_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87075684038703,-4.304942286054396,Dumbarton Road westbound to Merkland St,other,TPEGNonJunctionPoint,55.87079005851312,-4.305088119322359,Dumbarton Road westbound to Merkland St,other
196,GC1701_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87064592943,-4.312768318622652,Dumbarton Road eastbound to Merkland St,other,TPEGNonJunctionPoint,55.8708105517479,-4.312138708521611,Dumbarton Road eastbound to Merkland St,other
197,GD3051_H,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87421673437225,-4.261856533560074,Possil Road outbound towards Dawson Road,other,TPEGNonJunctionPoint,55.87453477533431,-4.261667210262864,Possil Road outbound towards Dawson Road,other
198,GD3051_E,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87722640946398,-4.25800277726196,Possil Road towards Garscube Road,other,TPEGNonJunctionPoint,55.877169611501174,-4.258159352749196,Possil Road towards Garscube Road,other
199,GD3051_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87421673437225,-4.261856533560074,Garscube Road inbound,other,TPEGNonJunctionPoint,55.87535138583236,-4.263201464339122,Garscube Road inbound,other
200,GA5451_X,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86610225828142,-4.234741368662251,Alexandra Parade westbound outside lane,other,TPEGNonJunctionPoint,55.86623434803795,-4.233406402755476,Alexandra Parade westbound outside lane,other
201,GD3051_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87421673437225,-4.261856533560074,St. Georges Road,other,TPEGNonJunctionPoint,55.874002065332036,-4.2632668103669165,St. Georges Road,other
202,GA5451_W,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86610225828142,-4.234741368662251,Motorway off ramp to Castle Street,other,TPEGNonJunctionPoint,55.866655438335556,-4.233974000523078,Motorway off ramp to Castle Street,other
203,GD3051_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.869474137490016,-4.260238050256818,Garscube Road outbound,other,TPEGNonJunctionPoint,55.870589037319114,-4.260702458972916,Garscube Road outbound,other
204,GA5451_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86610225828142,-4.234741368662251,Royal Inf. exit road.,other,TPEGNonJunctionPoint,55.86600842969896,-4.234464272463271,Royal Inf. exit road.,other
205,GD3051_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87421673437225,-4.261856533560074,Possil Road,other,TPEGNonJunctionPoint,55.87448677832708,-4.2613446928853715,Possil Road,other
206,GA5451_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86892629053878,-4.234631894010382,Castle Street to Alexandra Parade inside lane,other,TPEGNonJunctionPoint,55.868000683305105,-4.234626668100956,Castle Street to Alexandra Parade inside lane,other
207,GA1371_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86200642341537,-4.261658002478851,West Campbell Street northbound to West George,other,TPEGNonJunctionPoint,55.86214696081949,-4.2613465478641315,West Campbell Street northbound to West George,other
208,GA5451_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.8648959825708,-4.235838776125701,Castle St. to Royal Inf.,other,TPEGNonJunctionPoint,55.86517517190324,-4.235806875413443,Castle St. to Royal Inf.,other
209,GA5451_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86610225828142,-4.234741368662251,Alexandra Parade westbound inside lane,other,TPEGNonJunctionPoint,55.86620741391143,-4.233404856342572,Alexandra Parade westbound inside lane,other
210,GA1371_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.862793485966634,-4.260888701639254,West George Street eastbound,other,TPEGNonJunctionPoint,55.86303934451679,-4.262181516677201,West George Street eastbound,other
211,GD207A_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.872895232727615,-4.269197016816533,Maryhill Road outbound towards North Woodside Road,other,TPEGNonJunctionPoint,55.873156614768774,-4.269643884686837,Maryhill Road outbound towards North Woodside Road,other
212,GD207A_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87727488988267,-4.271483016005292,Maryhill Road inbound towards North Woodside Road,other,TPEGNonJunctionPoint,55.877125804987536,-4.271282457662192,Maryhill Road inbound towards North Woodside Road,other
213,GG230A_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85844787652515,-4.213704101269799,Duke St. westbound to Armadale St,other,TPEGNonJunctionPoint,55.85834394575739,-4.213985818952679,Duke St. westbound to Armadale St,other
214,GG230A_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.8584809679963,-4.218851393281489,Duke St. eastbound to Armadale St,other,TPEGNonJunctionPoint,55.85843982006349,-4.218641313056552,Duke St. eastbound to Armadale St,other
215,GG0951_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.856418954457396,-4.131650865724423,Hallhill Rd NE bound,other,TPEGNonJunctionPoint,55.85904972184044,-4.1307563185370615,Hallhill Rd NE bound,other
216,GG0951_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.856418954457396,-4.131650865724423,Wellhouse Rd SB,other,TPEGNonJunctionPoint,55.85847411084964,-4.131300050376075,Wellhouse Rd SB,other
217,GG0951_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.856418954457396,-4.131650865724423,Edinburgh Rd WB,other,TPEGNonJunctionPoint,55.85842716676813,-4.12882070743387,Edinburgh Rd WB,other
218,GH4501_I,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.83494562438461,-4.171373617863877,Fullarton road s/b exit,other,TPEGNonJunctionPoint,55.83563390254558,-4.171076622678397,Fullarton road s/b exit,other
219,GG0951_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,0,0,Edinburgh Rd EB,other,TPEGNonJunctionPoint,0,0,Edinburgh Rd EB,other
220,GH4501_G,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.83494562438461,-4.171373617863877,M74  w/b off ramp to Fullarton Roundabout,other,TPEGNonJunctionPoint,55.83482311880788,-4.1696580363248446,M74  w/b off ramp to Fullarton Roundabout,other
221,GB1281_L,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.844977471651255,-4.254678295894366,Cathcart Rd southbound to Gushetfaulds,other,TPEGNonJunctionPoint,55.844952787257206,-4.255044271331267,Cathcart Rd southbound to Gushetfaulds,other
222,GH2201_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.846237591099275,-4.211508112277718,Clyde Gateway n/b to London Rd,other,TPEGNonJunctionPoint,55.84687343902488,-4.2106336740540415,Clyde Gateway n/b to London Rd,other
223,GH2201_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.8537827682205,-4.208741328572016,EERR southbound to London Rd,other,TPEGNonJunctionPoint,55.85320176370467,-4.208564559188951,EERR southbound to London Rd,other
224,GH2201_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.84877298237073,-4.215949574483969,London Rd eastbound to EERR,other,TPEGNonJunctionPoint,55.84890183931829,-4.215781178523725,London Rd eastbound to EERR,other
225,GH2201_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.84828321696496,-4.21020252482527,London Rd westbound from Dalriada St,other,TPEGNonJunctionPoint,55.84803935475723,-4.205763545115844,London Rd westbound from Dalriada St,other
226,GE0101_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87722640946398,-4.25800277726196,Possil Road towards Saracen Street,other,TPEGNonJunctionPoint,55.87730633113924,-4.258055380771955,Possil Road towards Saracen Street,other
227,GE0101_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.877817017279945,-4.254711645832184,Craighall Road Northbound,other,TPEGNonJunctionPoint,55.877159582500326,-4.254785434732858,Craighall Road Northbound,other
228,GE0101_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.877817017279945,-4.254711645832184,Keppochhill Rd,other,TPEGNonJunctionPoint,55.87739374588589,-4.252304970388123,Keppochhill Rd,other
229,GE0101_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.88124988427647,-4.254239193260252,Saracen Street inbound towards Possil Road,other,TPEGNonJunctionPoint,55.88114068661428,-4.254312806621952,Saracen Street inbound towards Possil Road,other
230,GC0201_G,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,0,0,Finnieston Street Southbound Outside to Stobcross Rd,other,TPEGNonJunctionPoint,0,0,Finnieston Street Southbound Outside to Stobcross Rd,other
